0.012747f,0.216145f,0.019489f,
0.012747f,0.216145f,0.019489f,
0.012747f,0.216145f,0.019489f,
0.012747f,0.216145f,0.019489f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.020629f,0.215723f,-0.005579f,
0.028542f,0.215315f,0.019479f,
0.028542f,0.215315f,0.019479f,
0.028542f,0.215315f,0.019479f,
0.028542f,0.215315f,0.019479f,
0.037812f,0.214827f,0.019474f,
0.037812f,0.214827f,0.019474f,
0.037812f,0.214827f,0.019474f,
0.037812f,0.214827f,0.019474f,
0.037812f,0.214827f,0.019474f,
0.025362f,0.21547f,-0.017301f,
0.025362f,0.21547f,-0.017301f,
0.025362f,0.21547f,-0.017301f,
0.025362f,0.21547f,-0.017301f,
0.025362f,0.21547f,-0.017301f,
0.01588f,0.215969f,-0.017295f,
0.01588f,0.215969f,-0.017295f,
0.01588f,0.215969f,-0.017295f,
0.01588f,0.215969f,-0.017295f,
0.01588f,0.215969f,-0.017295f,
0.003477f,0.216633f,0.019495f,
0.003477f,0.216633f,0.019495f,
0.003477f,0.216633f,0.019495f,
0.003477f,0.216633f,0.019495f,
0.003477f,0.216633f,0.019495f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.022021f,0.215574f,-0.001553f,
-0.000655f,0.216321f,0.019498f,
-0.000655f,0.216321f,0.019498f,
-0.000655f,0.216321f,0.019498f,
-0.000655f,0.216321f,0.019498f,
-0.000655f,0.216321f,0.019498f,
-0.028631f,0.215347f,0.009426f,
-0.028631f,0.215347f,0.009426f,
-0.028631f,0.215347f,0.009426f,
-0.028631f,0.215347f,0.009426f,
-0.028631f,0.215347f,0.009426f,
-0.000679f,0.21631f,-0.017284f,
-0.000679f,0.21631f,-0.017284f,
-0.000679f,0.21631f,-0.017284f,
-0.000679f,0.21631f,-0.017284f,
-0.000679f,0.21631f,-0.017284f,
-0.010269f,0.215978f,-0.017278f,
-0.010269f,0.215978f,-0.017278f,
-0.010269f,0.215978f,-0.017278f,
-0.010269f,0.215978f,-0.017278f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.01026f,0.215982f,-0.003685f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.012982f,0.215887f,-0.003683f,
-0.023117f,0.215531f,-0.01727f,
-0.023117f,0.215531f,-0.01727f,
-0.023117f,0.215531f,-0.01727f,
-0.023117f,0.215531f,-0.01727f,
-0.023117f,0.215531f,-0.01727f,
-0.034242f,0.215144f,-0.017263f,
-0.034242f,0.215144f,-0.017263f,
-0.034242f,0.215144f,-0.017263f,
-0.034242f,0.215144f,-0.017263f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.010256f,0.215984f,0.002712f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.01025f,0.215987f,0.013107f,
-0.019043f,0.21568f,0.00839f,
-0.019043f,0.21568f,0.00839f,
-0.019043f,0.21568f,0.00839f,
-0.019043f,0.21568f,0.00839f,
-0.019043f,0.21568f,0.00839f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.01504f,0.215821f,0.019506f,
-0.015045f,0.215819f,0.013031f,
-0.015045f,0.215819f,0.013031f,
-0.015045f,0.215819f,0.013031f,
-0.015045f,0.215819f,0.013031f,
-0.015045f,0.215819f,0.013031f,
-0.015045f,0.215819f,0.013031f,
-0.015051f,0.215817f,0.002881f,
-0.015051f,0.215817f,0.002881f,
-0.015051f,0.215817f,0.002881f,
-0.015051f,0.215817f,0.002881f,
-0.015051f,0.215817f,0.002881f,
-0.015051f,0.215817f,0.002881f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.000667f,0.216315f,0.001107f,
-0.011449f,0.215945f,0.013108f,
-0.011449f,0.215945f,0.013108f,
-0.011449f,0.215945f,0.013108f,
-0.011449f,0.215945f,0.013108f,
-0.011449f,0.215945f,0.013108f,
-0.011449f,0.215945f,0.013108f,
-0.011444f,0.215947f,0.019505f,
-0.011444f,0.215947f,0.019505f,
-0.011444f,0.215947f,0.019505f,
-0.011444f,0.215947f,0.019505f,
-0.011444f,0.215947f,0.019505f,
-0.025629f,0.215449f,0.001123f,
-0.025629f,0.215449f,0.001123f,
-0.025629f,0.215449f,0.001123f,
-0.025629f,0.215449f,0.001123f,
-0.025629f,0.215449f,0.001123f,
-0.024642f,0.215483f,0.000186f,
-0.024642f,0.215483f,0.000186f,
-0.024642f,0.215483f,0.000186f,
-0.024642f,0.215483f,0.000186f,
-0.024642f,0.215483f,0.000186f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.019844f,0.215651f,0.004184f,
-0.024631f,0.215488f,0.017406f,
-0.024631f,0.215488f,0.017406f,
-0.024631f,0.215488f,0.017406f,
-0.024631f,0.215488f,0.017406f,
-0.024631f,0.215488f,0.017406f,
-0.028497f,0.21535f,0.007255f,
-0.028497f,0.21535f,0.007255f,
-0.028497f,0.21535f,0.007255f,
