0.038668f,-0.035483f,0.039804f,
0.036466f,-0.033135f,0.041828f,
0.033443f,-0.030805f,0.04243f,
0.03031f,-0.029038f,0.041473f,
0.028918f,-0.028476f,0.040504f,
0.027725f,-0.028134f,0.039334f,
0.039566f,-0.037633f,0.035855f,
0.039556f,-0.037704f,0.035555f,
0.039551f,-0.037744f,0.035252f,
0.039564f,-0.03773f,0.034636f,
0.039673f,-0.037351f,0.03347f,
0.039874f,-0.036654f,0.032496f,
0.040002f,-0.036246f,0.032082f,
0.040147f,-0.035817f,0.031711f,
0.025844f,-0.028588f,0.037348f,
0.026236f,-0.027881f,0.037344f,
0.026629f,-0.027174f,0.037336f,
0.041436f,-0.031389f,0.039524f,
0.040772f,-0.032851f,0.039336f,
0.040498f,-0.033629f,0.039133f,
0.040252f,-0.034457f,0.038834f,
0.04003f,-0.035337f,0.038403f,
0.039829f,-0.036248f,0.03779f,
0.039738f,-0.036699f,0.037384f,
0.039663f,-0.037094f,0.036925f,
0.030538f,-0.0251f,0.040262f,
0.031659f,-0.025747f,0.041229f,
0.03297f,-0.026503f,0.041949f,
0.034423f,-0.027341f,0.042366f,
0.035956f,-0.028226f,0.042446f,
0.0375f,-0.029117f,0.042177f,
0.038978f,-0.02997f,0.041577f,
0.040314f,-0.030742f,0.040674f,
0.026888f,-0.027282f,0.037769f,
0.027224f,-0.027331f,0.03824f,
0.027629f,-0.027303f,0.038705f,
0.028056f,-0.027197f,0.039107f,
0.028461f,-0.027036f,0.039424f,
0.028829f,-0.026841f,0.039665f,
0.029162f,-0.026623f,0.03985f,
0.029459f,-0.026391f,0.03999f,
0.037421f,-0.039446f,0.031918f,
0.03796f,-0.03933f,0.032944f,
0.038491f,-0.039082f,0.034229f,
0.038852f,-0.038638f,0.035669f,
0.038949f,-0.03798f,0.037163f,
0.038721f,-0.037115f,0.03861f,
0.038161f,-0.036079f,0.039922f,
0.03728f,-0.034922f,0.041016f,
0.036131f,-0.033711f,0.041829f,
0.034773f,-0.032514f,0.042309f,
0.033286f,-0.0314f,0.042429f,
0.031754f,-0.030432f,0.042181f,
0.030256f,-0.029655f,0.041592f,
0.028868f,-0.029099f,0.04071f,
0.02765f,-0.028765f,0.03962f,
0.026639f,-0.028618f,0.038446f,
0.025845f,-0.028588f,0.03735f,
0.03742f,-0.039446f,0.031917f,
0.029604f,-0.026263f,0.04005f,
0.02975f,-0.026125f,0.040104f,
0.030032f,-0.025818f,0.04019f,
0.030298f,-0.025474f,0.040243f,
0.039493f,-0.036745f,0.031748f,
0.03882f,-0.037659f,0.031796f,
0.03813f,-0.038561f,0.031856f,
0.026966f,-0.027601f,0.038111f,
0.039095f,-0.038227f,0.033841f,
0.026556f,-0.028317f,0.038119f,
0.0283f,-0.041615f,0.034127f,
0.028036f,-0.041257f,0.034208f,
0.027771f,-0.040898f,0.034288f,
0.027412f,-0.040807f,0.033813f,
0.027018f,-0.040628f,0.033413f,
0.026604f,-0.040372f,0.033097f,
0.026186f,-0.04005f,0.032875f,
0.025776f,-0.039676f,0.032749f,
0.025388f,-0.039262f,0.032722f,
0.025036f,-0.038821f,0.032797f,
0.024728f,-0.038367f,0.03297f,
0.024101f,-0.038479f,0.032297f,
0.023474f,-0.03859f,0.031623f,
0.022847f,-0.038702f,0.03095f,
0.02222f,-0.038814f,0.030277f,
0.022407f,-0.039162f,0.030089f,
0.022695f,-0.039525f,0.029996f,
0.023084f,-0.039889f,0.03001f,
0.02353f,-0.040217f,0.030124f,
0.024487f,-0.040745f,0.030556f,
0.02543f,-0.04112f,0.031146f,
0.026308f,-0.041375f,0.031828f,
0.027088f,-0.04153f,0.032569f,
0.027756f,-0.041605f,0.033343f,
0.024213f,-0.03952f,0.031392f,
0.023529f,-0.039847f,0.03046f,
0.027243f,-0.041135f,0.033185f,
0.022838f,-0.039139f,0.030499f,
0.023158f,-0.039515f,0.030427f,
0.024688f,-0.038949f,0.032359f,
0.024896f,-0.039193f,0.032324f,
0.024498f,-0.038696f,0.032432f,
0.027771f,-0.040898f,0.034288f,
0.028036f,-0.041257f,0.034208f,
0.0283f,-0.041615f,0.034127f,
0.028348f,-0.041612f,0.034211f,
0.028077f,-0.041257f,0.034276f,
0.027806f,-0.040902f,0.034342f,
0.027806f,-0.040902f,0.034342f,
0.028077f,-0.041257f,0.034276f,
0.028348f,-0.041612f,0.034211f,
0.028666f,-0.041556f,0.034859f,
0.028877f,-0.041428f,0.035522f,
0.028982f,-0.041217f,0.036177f,
0.028987f,-0.040922f,0.036799f,
0.028904f,-0.040549f,0.037368f,
0.028741f,-0.040105f,0.037867f,
0.028506f,-0.039603f,0.038282f,
0.028207f,-0.039057f,0.038602f,
0.028087f,-0.038921f,0.038241f,
0.027968f,-0.038786f,0.03788f,
0.02821f,-0.039227f,0.037616f,
0.028386f,-0.039649f,0.037266f,
0.028484f,-0.040032f,0.036844f,
0.028499f,-0.04036f,0.036366f,
0.028433f,-0.040617f,0.035855f,
0.028288f,-0.040796f,0.035332f,
0.028075f,-0.04089f,0.034821f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025844f,-0.028588f,0.037348f,
0.025584f,-0.029185f,0.037416f,
0.025714f,-0.029058f,0.037516f,
0.025828f,-0.028948f,0.037603f,
0.025947f,-0.028837f,0.037689f,
0.02608f,-0.028715f,0.037783f,
0.025364f,-0.029801f,0.037479f,
0.025616f,-0.029544f,0.037697f,
0.025843f,-0.02932f,0.037884f,
0.026081f,-0.029096f,0.038067f,
0.026356f,-0.028854f,0.03826f,
0.025047f,-0.031095f,0.037595f,
0.025519f,-0.030581f,0.038095f,
0.025964f,-0.030134f,0.03851f,
0.026451f,-0.029689f,0.038898f,
0.027035f,-0.029218f,0.039278f,
0.024903f,-0.032479f,0.037684f,
0.025567f,-0.031749f,0.038515f,
0.026229f,-0.031101f,0.039181f,
0.026982f,-0.030451f,0.03977f,
0.027899f,-0.029763f,0.04029f,
0.024952f,-0.033953f,0.037724f,
0.025789f,-0.03308f,0.038909f,
0.026675f,-0.03227f,0.039832f,
0.027706f,-0.031436f,0.040597f,
0.028955f,-0.030536f,0.041191f,
0.026898f,-0.036213f,0.039361f,
0.028245f,-0.035221f,0.040729f,
0.029808f,-0.034072f,0.04174f,
0.03157f,-0.032746f,0.042284f,
0.029416f,-0.036887f,0.040772f,
0.031173f,-0.035617f,0.041848f,
0.033039f,-0.034088f,0.042318f,
0.029098f,-0.039485f,0.03883f,
0.030816f,-0.03851f,0.040394f,
0.032675f,-0.037167f,0.041493f,
0.034511f,-0.035478f,0.041918f,
0.030549f,-0.040793f,0.038047f,
0.032332f,-0.039893f,0.039534f,
0.034167f,-0.038555f,0.040604f,
0.035862f,-0.036796f,0.041055f,
0.03033f,-0.04196f,0.03533f,
0.032066f,-0.041644f,0.036979f,
0.033787f,-0.040848f,0.038274f,
0.035473f,-0.039611f,0.039261f,
0.036962f,-0.03792f,0.039792f,
0.031075f,-0.042178f,0.034915f,
0.032793f,-0.041872f,0.036385f,
0.034435f,-0.041131f,0.037554f,
0.03601f,-0.039979f,0.038481f,
0.037387f,-0.038379f,0.039054f,
0.031812f,-0.042289f,0.0345f,
0.033473f,-0.041972f,0.035781f,
0.035007f,-0.041288f,0.036814f,
0.036454f,-0.040235f,0.037669f,
0.037718f,-0.03876f,0.038274f,
0.033214f,-0.042218f,0.033714f,
0.034644f,-0.041851f,0.034625f,
0.035895f,-0.041272f,0.035384f,
0.037057f,-0.040443f,0.03607f,
0.038101f,-0.039287f,0.036682f,
0.034478f,-0.041829f,0.033046f,
0.035562f,-0.041436f,0.033644f,
0.036483f,-0.040964f,0.034157f,
0.037344f,-0.040358f,0.03466f,
0.038157f,-0.039547f,0.035182f,
0.035591f,-0.041202f,0.032522f,
0.03628f,-0.040858f,0.032876f,
0.036864f,-0.040513f,0.033189f,
0.037421f,-0.040116f,0.033509f,
0.037981f,-0.03962f,0.033868f,
0.036095f,-0.040821f,0.032319f,
0.03659f,-0.040535f,0.032572f,
0.037012f,-0.040265f,0.032797f,
0.037421f,-0.039967f,0.033029f,
0.037843f,-0.039608f,0.033292f,
0.036569f,-0.040401f,0.032157f,
0.036882f,-0.040195f,0.032317f,
0.03715f,-0.040006f,0.032459f,
0.037414f,-0.039806f,0.032606f,
0.037693f,-0.039572f,0.032774f,
0.03701f,-0.039943f,0.032023f,
0.037156f,-0.039832f,0.032099f,
0.037282f,-0.039733f,0.032166f,
0.037409f,-0.039632f,0.032236f,
0.037545f,-0.039516f,0.032314f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.03742f,-0.039446f,0.031917f,
0.037421f,-0.039446f,0.031918f,
0.03796f,-0.03933f,0.032944f,
0.038491f,-0.039082f,0.034229f,
0.038852f,-0.038638f,0.035669f,
0.038949f,-0.03798f,0.037163f,
0.038721f,-0.037115f,0.03861f,
0.038161f,-0.036079f,0.039922f,
0.03728f,-0.034922f,0.041016f,
0.036131f,-0.033711f,0.041829f,
0.034773f,-0.032514f,0.042309f,
0.033286f,-0.0314f,0.042429f,
0.031754f,-0.030432f,0.042181f,
0.030256f,-0.029655f,0.041592f,
0.028868f,-0.029099f,0.04071f,
0.02765f,-0.028765f,0.03962f,
0.026639f,-0.028618f,0.038446f,
0.025845f,-0.028588f,0.03735f,
0.028348f,-0.041612f,0.034211f,
0.0283f,-0.041615f,0.034127f,
0.028207f,-0.039057f,0.038602f,
0.028506f,-0.039603f,0.038282f,
0.028741f,-0.040105f,0.037867f,
0.028904f,-0.040549f,0.037368f,
0.028987f,-0.040922f,0.036799f,
0.028982f,-0.041217f,0.036177f,
0.028877f,-0.041428f,0.035522f,
0.028666f,-0.041556f,0.034859f,
0.02584f,-0.028595f,0.037348f,
0.029496f,-0.042103f,0.033687f,
0.03077f,-0.042353f,0.033268f,
0.032079f,-0.042356f,0.032886f,
0.03338f,-0.042116f,0.032555f,
0.034631f,-0.041643f,0.032283f,
0.03527f,-0.041298f,0.032166f,
0.035793f,-0.040956f,0.032084f,
0.036227f,-0.040627f,0.032027f,
0.036444f,-0.040446f,0.032003f,
0.036834f,-0.040088f,0.031966f,
0.037009f,-0.039911f,0.031951f,
0.037115f,-0.039797f,0.031942f,
0.037321f,-0.039565f,0.031925f,
0.037417f,-0.03945f,0.031917f,
0.037419f,-0.039448f,0.031917f,
0.025668f,-0.028909f,0.037342f,
0.025471f,-0.029299f,0.037328f,
0.025299f,-0.029673f,0.037309f,
0.025114f,-0.030119f,0.03728f,
0.024958f,-0.030543f,0.037246f,
0.02482f,-0.030964f,0.037207f,
0.024593f,-0.031827f,0.037109f,
0.024346f,-0.033582f,0.036845f,
0.024384f,-0.035339f,0.036495f,
0.024473f,-0.035326f,0.036638f,
0.024697f,-0.035324f,0.036985f,
0.02493f,-0.035377f,0.037317f,
0.02517f,-0.035483f,0.037627f,
0.025415f,-0.035634f,0.037909f,
0.025664f,-0.035825f,0.038158f,
0.025914f,-0.036049f,0.038373f,
0.026163f,-0.036301f,0.038551f,
0.026412f,-0.036574f,0.038694f,
0.026658f,-0.036861f,0.038801f,
0.026901f,-0.03716f,0.038875f,
0.027139f,-0.037468f,0.038914f,
0.027371f,-0.037783f,0.03892f,
0.027597f,-0.038101f,0.038892f,
0.027813f,-0.038421f,0.03883f,
0.028017f,-0.03874f,0.038734f,
0.027968f,-0.038786f,0.03788f,
0.028087f,-0.038921f,0.038241f,
0.028207f,-0.039057f,0.038602f,
0.028017f,-0.03874f,0.038734f,
0.027813f,-0.038421f,0.03883f,
0.027597f,-0.038101f,0.038892f,
0.027371f,-0.037783f,0.03892f,
0.027139f,-0.037468f,0.038914f,
0.026901f,-0.03716f,0.038875f,
0.026658f,-0.036861f,0.038801f,
0.026412f,-0.036574f,0.038694f,
0.026163f,-0.036301f,0.038551f,
0.025914f,-0.036049f,0.038373f,
0.025664f,-0.035825f,0.038158f,
0.025415f,-0.035634f,0.037909f,
0.02517f,-0.035483f,0.037627f,
0.02493f,-0.035377f,0.037317f,
0.024697f,-0.035324f,0.036985f,
0.024473f,-0.035326f,0.036638f,
0.024607f,-0.035786f,0.03645f,
0.024742f,-0.036246f,0.036262f,
0.025044f,-0.036278f,0.036735f,
0.0254f,-0.036393f,0.037166f,
0.025796f,-0.03659f,0.03754f,
0.026216f,-0.036872f,0.037828f,
0.026464f,-0.037068f,0.037951f,
0.026714f,-0.037284f,0.038045f,
0.026959f,-0.037518f,0.038106f,
0.027196f,-0.037766f,0.03813f,
0.027419f,-0.038023f,0.038116f,
0.027623f,-0.038282f,0.038067f,
0.027807f,-0.038538f,0.037987f,
0.026373f,-0.036768f,0.038291f,
0.025897f,-0.036348f,0.037987f,
0.024999f,-0.035831f,0.037041f,
0.024473f,-0.035327f,0.036638f,
0.027968f,-0.038786f,0.037881f,
0.02772f,-0.038355f,0.038446f,
0.028207f,-0.039057f,0.038602f,
0.027301f,-0.037793f,0.038523f,
0.024742f,-0.036246f,0.036263f,
0.028064f,-0.039529f,0.0369f,
0.027916f,-0.039858f,0.036139f,
0.027769f,-0.040187f,0.035378f,
0.027621f,-0.040517f,0.034617f,
0.027614f,-0.038622f,0.037527f,
0.027466f,-0.038951f,0.036766f,
0.027318f,-0.03928f,0.036005f,
0.027171f,-0.039609f,0.035244f,
0.027023f,-0.039938f,0.034483f,
0.026875f,-0.040268f,0.033722f,
0.027016f,-0.038043f,0.037393f,
0.026868f,-0.038372f,0.036632f,
0.02672f,-0.038702f,0.035871f,
0.026573f,-0.039031f,0.03511f,
0.026425f,-0.03936f,0.034349f,
0.026277f,-0.039689f,0.033588f,
0.026418f,-0.037465f,0.037259f,
0.02627f,-0.037794f,0.036498f,
0.026122f,-0.038123f,0.035737f,
0.025975f,-0.038453f,0.034976f,
0.025827f,-0.038782f,0.034215f,
0.025679f,-0.039111f,0.033454f,
0.02582f,-0.036887f,0.037125f,
0.025672f,-0.037216f,0.036364f,
0.025524f,-0.037545f,0.035603f,
0.025377f,-0.037874f,0.034842f,
0.025229f,-0.038203f,0.034081f,
0.025081f,-0.038533f,0.03332f,
0.025074f,-0.036637f,0.03623f,
0.024926f,-0.036967f,0.035469f,
0.024779f,-0.037296f,0.034708f,
0.024631f,-0.037625f,0.033947f,
0.024728f,-0.038367f,0.03297f,
0.025036f,-0.038821f,0.032797f,
0.025388f,-0.039262f,0.032722f,
0.025776f,-0.039676f,0.032749f,
0.026186f,-0.04005f,0.032875f,
0.026604f,-0.040372f,0.033097f,
0.027018f,-0.040628f,0.033413f,
0.027412f,-0.040807f,0.033813f,
0.027771f,-0.040898f,0.034288f,
0.027806f,-0.040902f,0.034342f,
0.028075f,-0.04089f,0.034821f,
0.028288f,-0.040796f,0.035332f,
0.028433f,-0.040617f,0.035855f,
0.028499f,-0.04036f,0.036366f,
0.028484f,-0.040032f,0.036844f,
0.028386f,-0.039649f,0.037266f,
0.02821f,-0.039227f,0.037616f,
0.027968f,-0.038786f,0.03788f,
0.024742f,-0.036246f,0.036262f,
0.024688f,-0.036251f,0.036164f,
0.027807f,-0.038538f,0.037987f,
0.027623f,-0.038282f,0.038067f,
0.027419f,-0.038023f,0.038116f,
0.027196f,-0.037766f,0.03813f,
0.026959f,-0.037518f,0.038106f,
0.026714f,-0.037284f,0.038045f,
0.026464f,-0.037068f,0.037951f,
0.026216f,-0.036872f,0.037828f,
0.025796f,-0.03659f,0.03754f,
0.0254f,-0.036393f,0.037166f,
0.025044f,-0.036278f,0.036735f,
0.024477f,-0.036312f,0.035707f,
0.024324f,-0.036438f,0.035252f,
0.024246f,-0.036573f,0.03491f,
0.024202f,-0.036741f,0.034576f,
0.024193f,-0.03694f,0.034254f,
0.024221f,-0.037169f,0.033947f,
0.024285f,-0.037427f,0.03366f,
0.02439f,-0.037714f,0.033397f,
0.024537f,-0.038028f,0.033164f,
0.024742f,-0.036246f,0.036262f,
0.024607f,-0.035786f,0.03645f,
0.024473f,-0.035326f,0.036638f,
0.024384f,-0.035339f,0.036495f,
0.024536f,-0.035795f,0.036329f,
0.024688f,-0.036251f,0.036164f,
0.02222f,-0.038814f,0.030277f,
0.022847f,-0.038702f,0.03095f,
0.023474f,-0.03859f,0.031623f,
0.024101f,-0.038479f,0.032297f,
0.024728f,-0.038367f,0.03297f,
0.024688f,-0.036251f,0.036164f,
0.024536f,-0.035795f,0.036329f,
0.024384f,-0.035339f,0.036495f,
0.023917f,-0.035493f,0.035706f,
0.023478f,-0.035753f,0.034906f,
0.022728f,-0.036527f,0.033299f,
0.022429f,-0.036999f,0.032495f,
0.022204f,-0.037523f,0.031698f,
0.022097f,-0.038116f,0.03093f,
0.022117f,-0.038449f,0.030577f,
0.024537f,-0.038028f,0.033164f,
0.02439f,-0.037714f,0.033397f,
0.024285f,-0.037427f,0.03366f,
0.024221f,-0.037169f,0.033947f,
0.024193f,-0.03694f,0.034254f,
0.024202f,-0.036741f,0.034576f,
0.024246f,-0.036573f,0.03491f,
0.024324f,-0.036438f,0.035252f,
0.024477f,-0.036312f,0.035707f,
0.022337f,-0.038793f,0.030403f,
0.024728f,-0.038367f,0.03297f,
0.024383f,-0.03534f,0.036493f,
0.024657f,-0.036158f,0.036197f,
0.018159f,-0.032017f,0.027222f,
0.018537f,-0.035354f,0.027123f,
0.019925f,-0.038251f,0.026999f,
0.022157f,-0.04051f,0.026853f,
0.024974f,-0.041961f,0.026665f,
0.028047f,-0.042469f,0.026403f,
0.029568f,-0.042336f,0.026228f,
0.031017f,-0.041929f,0.026005f,
0.031705f,-0.04161f,0.025862f,
0.032363f,-0.041206f,0.025691f,
0.032982f,-0.040705f,0.02548f,
0.019329f,-0.032031f,0.029048f,
0.01967f,-0.035411f,0.028982f,
0.021078f,-0.038356f,0.028916f,
0.023376f,-0.040634f,0.028854f,
0.026284f,-0.042052f,0.02878f,
0.029451f,-0.042475f,0.02866f,
0.031013f,-0.042286f,0.028568f,
0.032499f,-0.041817f,0.028437f,
0.033204f,-0.041468f,0.028346f,
0.033875f,-0.041037f,0.028231f,
0.034505f,-0.040512f,0.028082f,
0.020595f,-0.032022f,0.031005f,
0.020891f,-0.035429f,0.030961f,
0.027624f,-0.042095f,0.030923f,
0.030854f,-0.042434f,0.030898f,
0.032442f,-0.042188f,0.030861f,
0.033947f,-0.041659f,0.030794f,
0.034657f,-0.041282f,0.030739f,
0.035332f,-0.040825f,0.030665f,
0.035964f,-0.04028f,0.030564f,
0.021976f,-0.031982f,0.033125f,
0.022224f,-0.035402f,0.033095f,
0.032181f,-0.040182f,0.02276f,
0.03102f,-0.041317f,0.023424f,
0.029717f,-0.041989f,0.02386f,
0.028317f,-0.042344f,0.024191f,
0.026849f,-0.042429f,0.024464f,
0.025357f,-0.04226f,0.024696f,
0.023885f,-0.041852f,0.024896f,
0.022476f,-0.041218f,0.02507f,
0.02117f,-0.040375f,0.025222f,
0.020006f,-0.03934f,0.025355f,
0.019015f,-0.038133f,0.025472f,
0.018226f,-0.036773f,0.025576f,
0.01766f,-0.035281f,0.025667f,
0.017335f,-0.033679f,0.025745f,
0.017259f,-0.031989f,0.025807f,
0.017437f,-0.030233f,0.025846f,
0.017862f,-0.028432f,0.025857f,
0.018316f,-0.02844f,0.026509f,
0.018782f,-0.028449f,0.027178f,
0.019257f,-0.028458f,0.027861f,
0.019741f,-0.028467f,0.028557f,
0.020234f,-0.028476f,0.029264f,
0.020732f,-0.028486f,0.029982f,
0.021237f,-0.028495f,0.030707f,
0.021745f,-0.028505f,0.03144f,
0.022258f,-0.028515f,0.032177f,
0.022772f,-0.028525f,0.032918f,
0.023288f,-0.028536f,0.033661f,
0.023803f,-0.028546f,0.034404f,
0.024318f,-0.028556f,0.035146f,
0.02483f,-0.028567f,0.035885f,
0.025339f,-0.028577f,0.03662f,
0.025844f,-0.028588f,0.037348f,
0.02584f,-0.028595f,0.037348f,
0.0283f,-0.041615f,0.034127f,
0.029496f,-0.042103f,0.033687f,
0.03077f,-0.042353f,0.033268f,
0.032079f,-0.042356f,0.032886f,
0.03338f,-0.042116f,0.032555f,
0.034631f,-0.041643f,0.032283f,
0.03527f,-0.041298f,0.032166f,
0.035793f,-0.040956f,0.032084f,
0.036227f,-0.040627f,0.032027f,
0.036444f,-0.040446f,0.032003f,
0.036834f,-0.040088f,0.031966f,
0.037009f,-0.039911f,0.031951f,
0.037115f,-0.039797f,0.031942f,
0.037321f,-0.039565f,0.031925f,
0.037417f,-0.03945f,0.031917f,
0.037419f,-0.039448f,0.031917f,
0.025668f,-0.028909f,0.037342f,
0.025471f,-0.029299f,0.037328f,
0.025299f,-0.029673f,0.037309f,
0.025114f,-0.030119f,0.03728f,
0.024958f,-0.030543f,0.037246f,
0.02482f,-0.030964f,0.037207f,
0.024593f,-0.031827f,0.037109f,
0.024346f,-0.033582f,0.036845f,
0.024384f,-0.035339f,0.036495f,
0.03742f,-0.039446f,0.031917f,
0.023917f,-0.035493f,0.035706f,
0.023478f,-0.035753f,0.034906f,
0.022728f,-0.036527f,0.033299f,
0.022429f,-0.036999f,0.032495f,
0.022204f,-0.037523f,0.031698f,
0.022097f,-0.038116f,0.03093f,
0.022117f,-0.038449f,0.030577f,
0.02222f,-0.038814f,0.030277f,
0.022407f,-0.039162f,0.030089f,
0.022695f,-0.039525f,0.029996f,
0.023084f,-0.039889f,0.03001f,
0.02353f,-0.040217f,0.030124f,
0.024487f,-0.040745f,0.030556f,
0.02543f,-0.04112f,0.031146f,
0.026308f,-0.041375f,0.031828f,
0.027088f,-0.04153f,0.032569f,
0.027756f,-0.041605f,0.033343f,
0.036762f,-0.039569f,0.030769f,
0.036105f,-0.039683f,0.029622f,
0.035448f,-0.039787f,0.028475f,
0.034793f,-0.039883f,0.02733f,
0.034138f,-0.03997f,0.026186f,
0.033485f,-0.040049f,0.025042f,
0.032833f,-0.040119f,0.0239f,
0.030309f,-0.041966f,0.024839f,
0.032242f,-0.040781f,0.024215f,
0.030986f,-0.041662f,0.024666f,
0.031634f,-0.041271f,0.024462f,
0.043734f,-0.02696f,0.039667f,
0.043354f,-0.0277f,0.039649f,
0.042969f,-0.028438f,0.039636f,
0.042578f,-0.029171f,0.039627f,
0.04178f,-0.030619f,0.039616f,
0.0414f,-0.026497f,0.041395f,
0.041055f,-0.027114f,0.04139f,
0.040711f,-0.027729f,0.041387f,
0.040365f,-0.028343f,0.041384f,
0.040018f,-0.028953f,0.041383f,
0.039672f,-0.02956f,0.041382f,
0.038694f,-0.025558f,0.042325f,
0.038378f,-0.026091f,0.042328f,
0.038066f,-0.026621f,0.042331f,
0.037754f,-0.027152f,0.042333f,
0.037444f,-0.027682f,0.042334f,
0.037138f,-0.028209f,0.042335f,
0.036096f,-0.024327f,0.042333f,
0.035796f,-0.024825f,0.042339f,
0.035501f,-0.025319f,0.042344f,
0.035206f,-0.025816f,0.042348f,
0.034914f,-0.026312f,0.04235f,
0.034626f,-0.026805f,0.042352f,
0.033796f,-0.022904f,0.041449f,
0.033494f,-0.023416f,0.041454f,
0.033195f,-0.023924f,0.041457f,
0.032897f,-0.024434f,0.041459f,
0.0326f,-0.024943f,0.041461f,
0.032306f,-0.025448f,0.041462f,
0.031954f,-0.021353f,0.039638f,
0.031625f,-0.021929f,0.039635f,
0.03121f,-0.019289f,0.037348f,
0.030794f,-0.019984f,0.037343f,
0.030378f,-0.020678f,0.037335f,
0.030538f,-0.0251f,0.040262f,
0.031659f,-0.025747f,0.041229f,
0.03297f,-0.026503f,0.041949f,
0.034423f,-0.027341f,0.042366f,
0.035956f,-0.028226f,0.042446f,
0.0375f,-0.029117f,0.042177f,
0.038978f,-0.02997f,0.041577f,
0.040314f,-0.030742f,0.040674f,
0.041436f,-0.031389f,0.039524f,
0.030561f,-0.020808f,0.037683f,
0.030734f,-0.020995f,0.038054f,
0.030889f,-0.021249f,0.03843f,
0.031022f,-0.021569f,0.038801f,
0.031115f,-0.021912f,0.039117f,
0.031169f,-0.022259f,0.039375f,
0.031191f,-0.022596f,0.039583f,
0.031187f,-0.02292f,0.039751f,
0.031161f,-0.02323f,0.039886f,
0.031116f,-0.023528f,0.039995f,
0.030978f,-0.024089f,0.040148f,
0.030784f,-0.024613f,0.040235f,
0.042273f,-0.03003f,0.039462f,
0.043277f,-0.028726f,0.039161f,
0.04385f,-0.028061f,0.038903f,
0.044471f,-0.02738f,0.038549f,
0.045136f,-0.026679f,0.038054f,
0.045821f,-0.025974f,0.037324f,
0.045246f,-0.026161f,0.038303f,
0.044996f,-0.026207f,0.038652f,
0.043813f,-0.026261f,0.039948f,
0.042375f,-0.026097f,0.041029f,
0.04076f,-0.025723f,0.041837f,
0.039057f,-0.025155f,0.04232f,
0.037777f,-0.024621f,0.042449f,
0.037358f,-0.024426f,0.042446f,
0.03576f,-0.023576f,0.042207f,
0.034341f,-0.022655f,0.041622f,
0.033166f,-0.021714f,0.040738f,
0.03268f,-0.021251f,0.040211f,
0.032263f,-0.020804f,0.039645f,
0.031917f,-0.02038f,0.039053f,
0.031635f,-0.019984f,0.038455f,
0.031302f,-0.019449f,0.037607f,
0.030128f,-0.021458f,0.03727f,
0.030538f,-0.0251f,0.040262f,
0.030784f,-0.024613f,0.040235f,
0.030978f,-0.024089f,0.040148f,
0.031116f,-0.023528f,0.039995f,
0.031161f,-0.02323f,0.039886f,
0.031187f,-0.02292f,0.039751f,
0.031191f,-0.022596f,0.039583f,
0.031169f,-0.022259f,0.039375f,
0.031115f,-0.021912f,0.039117f,
0.031022f,-0.021569f,0.038801f,
0.030889f,-0.021249f,0.03843f,
0.030734f,-0.020995f,0.038054f,
0.030561f,-0.020808f,0.037683f,
0.030378f,-0.020678f,0.037335f,
0.030069f,-0.024887f,0.039644f,
0.030304f,-0.024994f,0.039953f,
0.030315f,-0.020873f,0.037318f,
0.030253f,-0.021068f,0.037302f,
0.030191f,-0.021263f,0.037286f,
0.030316f,-0.021608f,0.037609f,
0.030474f,-0.021813f,0.037951f,
0.030596f,-0.022071f,0.038285f,
0.030675f,-0.022374f,0.038599f,
0.030707f,-0.022715f,0.038882f,
0.030693f,-0.02308f,0.039125f,
0.030635f,-0.023457f,0.039323f,
0.030538f,-0.023833f,0.039471f,
0.030337f,-0.024367f,0.039605f,
0.030128f,-0.021458f,0.03727f,
0.030128f,-0.021458f,0.03727f,
0.027156f,-0.026554f,0.037232f,
0.027366f,-0.026644f,0.037555f,
0.027606f,-0.026686f,0.037882f,
0.02787f,-0.026677f,0.038202f,
0.028152f,-0.026613f,0.038505f,
0.028444f,-0.026497f,0.038783f,
0.028737f,-0.026333f,0.039028f,
0.029021f,-0.026126f,0.039233f,
0.029291f,-0.025887f,0.039395f,
0.030128f,-0.021458f,0.03727f,
0.030028f,-0.021404f,0.037106f,
0.029919f,-0.021361f,0.036941f,
0.029802f,-0.02133f,0.036775f,
0.029678f,-0.021312f,0.036608f,
0.029547f,-0.021307f,0.036443f,
0.02941f,-0.021317f,0.036281f,
0.029269f,-0.02134f,0.036123f,
0.029124f,-0.021377f,0.03597f,
0.028977f,-0.021428f,0.035824f,
0.028828f,-0.021492f,0.035686f,
0.028679f,-0.021569f,0.035556f,
0.02853f,-0.021658f,0.035436f,
0.028384f,-0.021757f,0.035326f,
0.028241f,-0.021867f,0.035227f,
0.028101f,-0.021984f,0.035138f,
0.027967f,-0.022109f,0.035061f,
0.02774f,-0.022347f,0.034951f,
0.027525f,-0.022609f,0.034872f,
0.027325f,-0.022891f,0.034825f,
0.027144f,-0.023186f,0.034812f,
